"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Unreal","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s","Auto classification"
"192930","AT 2025advu","08:23:02.169","+26:09:27.94","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS, GOTO","ATLAS25ojk","ATLAS-HKO - ATLAS-02, ATLAS-TDO - ATLAS-05, GOTO-N - GOTO-2","","1","1","","18.931","cyan-ATLAS","2025-11-16 13:17:36.096","ATLAS_Bot1","","","2025TNSTR4613....1T","","",""
"192929","AT 2025advt","21:40:08.223","-05:09:02.33","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25ojj","ATLAS-HKO - ATLAS-02, ATLAS-TDO - ATLAS-05","","1","1","","18.9","wide-ATLAS","2025-11-15 19:30:32.832","ATLAS_Bot1","","","2025TNSTR4613....1T","","",""
"192928","AT 2025advs","21:20:11.684","-37:16:25.85","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25oji","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","18.98","cyan-ATLAS","2025-11-17 01:49:08.256","ATLAS_Bot1","","","2025TNSTR4613....1T","","",""
"192927","AT 2025advr","02:40:20.515","-10:49:41.21","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS, GOTO","ATLAS25ojh","ATLAS-TDO - ATLAS-05, GOTO-S - GOTO-3","","1","1","","19.386","wide-ATLAS","2025-11-16 22:38:40.992","ATLAS_Bot1","","","2025TNSTR4613....1T","","",""
"192926","AT 2025advq","10:39:42.085","+44:29:55.12","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS, GOTO","ATLAS25ojg","ATLAS-TDO - ATLAS-05, GOTO-N - GOTO-2","","1","1","","18.718","wide-ATLAS","2025-11-15 04:01:31.008","ATLAS_Bot1","","","2025TNSTR4613....1T","","",""
"192925","AT 2025advp","11:25:58.419","+18:08:19.77","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS, GOTO","ATLAS25ojf","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","18.182","cyan-ATLAS","2025-11-16 14:53:37.248","ATLAS_Bot1","","","2025TNSTR4613....1T","","",""
"192924","AT 2025advo","08:17:39.890","+04:36:53.07","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS, GOTO","ATLAS25ogq","ATLAS-TDO - ATLAS-05, GOTO-N - GOTO-1","","1","1","","16.895","wide-ATLAS","2025-11-17 03:27:44.928","ATLAS_Bot1","","","2025TNSTR4613....1T","","",""
"192923","AT 2025advn","23:15:49.821","-30:23:56.28","","","","","GOTO","GOTO","","GOTO","GOTO25kgv","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","20.07","L-GOTO","2025-11-14 10:28:22.368","GOTO_bot","","","2025TNSTR4616....1O","","",""
"192922","AT 2025advm","05:17:44.154","-16:21:57.78","","","","","GOTO","GOTO","","GOTO","GOTO25kef","GOTO-S - GOTO-3","","1","1","","20.06","L-GOTO","2025-11-11 14:42:37.152","GOTO_bot","","","2025TNSTR4616....1O","","",""
"192921","AT 2025advl","02:52:51.381","+15:14:25.27","","","","","GOTO","GOTO","","GOTO","GOTO25kfn","GOTO-N - GOTO-1","","1","1","","19.71","L-GOTO","2025-11-10 01:18:18.432","GOTO_bot","","","2025TNSTR4617....1R","","",""
"192920","AT 2025advk","03:52:06.170","-39:03:56.00","","","","","MASTER","MASTER","","MASTER","MASTER OT J035206.17-390356.0","Other - Other","","1","1","","16.6","Other-","2025-11-16 23:04:49.152","MASTER","","","2025TNSTR4621....1S","","",""
"192919","AT 2025advj","02:32:49.560","+10:59:45.81","","","","","GOTO","GOTO","","GOTO","GOTO25kco","GOTO-N - GOTO-1","","1","1","","20.2","L-GOTO","2025-11-14 23:18:31.680","GOTO_bot","","","2025TNSTR4616....1O","","",""
"192918","AT 2025advi","03:04:42.663","+14:29:12.42","","","","","GOTO","GOTO","","GOTO","GOTO25kck","GOTO-N - GOTO-1","","1","1","","19.82","L-GOTO","2025-11-14 23:42:17.280","GOTO_bot","","","2025TNSTR4616....1O","","",""
"192917","AT 2025advh","07:54:19.122","+08:27:26.78","","","","","GOTO","GOTO","","GOTO","GOTO25kgu","GOTO-N - GOTO-1","","1","1","","19.88","L-GOTO","2025-11-15 02:41:01.248","GOTO_bot","","","2025TNSTR4616....1O","","",""
"192916","AT 2025advg","10:37:10.289","+29:18:50.41","","","","","GOTO, WFST","GOTO, WFST","","GOTO, WFST","GOTO25kbm","GOTO-N - GOTO-1, GOTO-N - GOTO-2, WFST - WFST-WFC","","1","1","","20.08","L-GOTO","2025-11-15 04:19:56.928","GOTO_bot","","","2025TNSTR4616....1O","","",""
"192915","AT 2025advf","10:25:59.925","+00:51:48.47","","","","","GOTO","GOTO","","GOTO","GOTO25kbb","GOTO-N - GOTO-1","","1","1","","19.85","L-GOTO","2025-11-15 05:22:03.360","GOTO_bot","","","2025TNSTR4616....1O","","",""
"192914","AT 2025adve","10:50:56.521","+32:26:36.00","","","","","GOTO, WFST","GOTO, WFST","","GOTO, WFST","GOTO25kaz","GOTO-N - GOTO-2, WFST - WFST-WFC","","1","1","","20.17","L-GOTO","2025-11-15 04:50:45.024","GOTO_bot","","","2025TNSTR4616....1O","","",""
"192913","AT 2025advd","02:00:24.610","-31:24:01.47","","","","","GOTO","GOTO","","GOTO","GOTO25kfm","GOTO-S - GOTO-4","","1","1","","19.69","L-GOTO","2025-11-16 15:25:19.776","GOTO_bot","","","2025TNSTR4617....1R","","",""
"192912","AT 2025advc","04:41:12.714","+03:51:51.55","","","","","GOTO, LAST","GOTO, LAST","","GOTO, LAST","GOTO25kgq","GOTO-N - GOTO-1, GOTO-S - GOTO-4, LAST - LAST-Cam","","1","1","","20.07","L-GOTO","2025-11-15 00:48:56.736","GOTO_bot","","","2025TNSTR4616....1O","","",""
"192911","AT 2025advb","07:50:33.676","+18:43:43.30","","","","","GOTO","GOTO","","GOTO","GOTO25kgp","GOTO-N - GOTO-1","","1","1","","19.74","L-GOTO","2025-11-15 02:11:47.328","GOTO_bot","","","2025TNSTR4616....1O","","",""
"192910","AT 2025adva","09:46:31.859","+09:47:17.73","","","","","GOTO","GOTO","","GOTO","GOTO25kfl","GOTO-N - GOTO-2","","1","1","","20.06","L-GOTO","2025-11-17 03:27:41.472","GOTO_bot","","","2025TNSTR4617....1R","","",""
"192909","AT 2025aduz","10:44:34.185","+19:11:54.81","","","","","GOTO","GOTO","","GOTO","GOTO25kgo","GOTO-N - GOTO-2","","1","1","","19.73","L-GOTO","2025-11-17 04:09:27.936","GOTO_bot","","","2025TNSTR4616....1O","","",""
"192908","AT 2025aduy","10:08:04.526","+17:25:54.00","","","","","GOTO, WFST","GOTO, WFST","","GOTO, WFST","GOTO25kfi","GOTO-N - GOTO-1, WFST - WFST-WFC","","1","1","","19.94","L-GOTO","2025-11-15 05:45:15.264","GOTO_bot","","","2025TNSTR4617....1R","","",""
"192907","AT 2025adux","11:33:25.894","+32:29:04.06","","","","","GOTO","GOTO","","GOTO","GOTO25kfc","GOTO-N - GOTO-2","","1","1","","20.2","L-GOTO","2025-11-17 04:26:35.232","GOTO_bot","","","2025TNSTR4617....1R","","",""
"192906","AT 2025aduw","11:48:47.824","+55:45:46.13","","","","","GOTO","GOTO","","GOTO","GOTO25kfa","GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","20.13","L-GOTO","2025-11-17 04:30:38.016","GOTO_bot","","","2025TNSTR4617....1R","","",""
"192905","AT 2025aduv","10:24:16.707","+18:47:57.82","","","","","GOTO","GOTO","","GOTO","GOTO25key","GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","19.84","L-GOTO","2025-11-15 04:35:24.000","GOTO_bot","","","2025TNSTR4617....1R","","",""
"192904","AT 2025aduu","10:57:54.752","+24:28:06.43","","","","","GOTO","GOTO","","GOTO","GOTO25kgj","GOTO-N - GOTO-2","","1","1","","20","L-GOTO","2025-11-17 05:23:00.384","GOTO_bot","","","2025TNSTR4616....1O","","",""
"192903","AT 2025adut","11:47:41.322","+37:18:05.18","","","","","GOTO","GOTO","","GOTO","GOTO25kgg","GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","20.05","L-GOTO","2025-11-17 05:24:42.336","GOTO_bot","","","2025TNSTR4616....1O","","",""
"192902","AT 2025adus","10:48:02.823","+14:43:47.91","","","","","GOTO","GOTO","","GOTO","GOTO25kgf","GOTO-N - GOTO-2","","1","1","","19.31","L-GOTO","2025-10-23 06:16:11.136","GOTO_bot","","","2025TNSTR4616....1O","","",""
"192901","AT 2025adur","11:24:33.324","+32:23:31.39","","","","","GOTO","GOTO","","GOTO","GOTO25kgc","GOTO-N - GOTO-2","","1","1","","20.39","L-GOTO","2025-11-17 05:39:40.032","GOTO_bot","","","2025TNSTR4616....1O","","",""
"192900","AT 2025aduq","10:46:26.303","+16:21:52.25","","","","","GOTO","GOTO","","GOTO","GOTO25kga","GOTO-N - GOTO-2","","1","1","","20.1","L-GOTO","2025-11-17 05:47:50.784","GOTO_bot","","","2025TNSTR4616....1O","","",""
"192899","AT 2025adup","12:28:01.122","+46:54:44.83","","","","","GOTO","GOTO","","GOTO","GOTO25kfs","GOTO-N - GOTO-1","","1","1","","19.81","L-GOTO","2025-11-17 06:11:10.464","GOTO_bot","","","2025TNSTR4616....1O","","",""
"192898","AT 2025aduo","01:02:51.852","-17:08:14.42","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS, GOTO","GOTO25kep","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, GOTO-N - GOTO-1, GOTO-S - GOTO-3","","1","1","","19.63","L-GOTO","2025-11-16 21:36:59.616","GOTO_bot","","","2025TNSTR4615....1K","","",""
"192897","AT 2025adun","00:46:37.607","-14:48:21.71","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","19","Clear-","2025-11-16 18:43:33.600","LAST_Bot1","","","2025TNSTR4619....1O","","",""
"192896","AT 2025adum","05:09:14.429","-18:19:39.04","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","19.83","Clear-","2025-11-16 23:06:09.504","LAST_Bot1","","","2025TNSTR4619....1O","","",""
"192895","AT 2025adul","08:00:11.918","+58:10:34.61","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","20.36","Clear-","2025-11-16 23:09:42.912","LAST_Bot1","","","2025TNSTR4619....1O","","",""
"192894","AT 2025aduk","08:42:50.555","+24:05:37.39","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","19.2","Clear-","2025-11-17 02:27:04.896","LAST_Bot1","","","2025TNSTR4619....1O","","",""
"192893","AT 2025aduj","08:56:46.425","+49:18:10.91","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","20.28","Clear-","2025-11-17 01:34:29.568","LAST_Bot1","","","2025TNSTR4619....1O","","",""
"192892","AT 2025adui","08:52:25.566","+24:40:36.66","","","","","LAST, ATLAS, GOTO","LAST, ATLAS, GOTO","","ATLAS, GOTO, LAST","","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, LAST - LAST-Cam","","1","1","","19.31","Clear-","2025-11-17 02:00:09.216","LAST_Bot1","","","2025TNSTR4619....1O","","",""
"192891","AT 2025aduh","08:30:42.936","+43:55:13.66","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","20.5","Clear-","2025-11-17 01:19:43.968","LAST_Bot1","","","2025TNSTR4619....1O","","",""
"192890","AT 2025adug","01:51:30.550","-19:41:06.10","","","","","GOTO","GOTO","","GOTO","GOTO25kex","GOTO-N - GOTO-2, GOTO-S - GOTO-3","","1","1","","20.11","L-GOTO","2025-11-16 22:01:08.544","GOTO_bot","","","2025TNSTR4598....1O","","",""
"192889","AT 2025aduf","01:42:47.732","+12:31:45.12","","","","","GOTO","GOTO","","GOTO","GOTO25kew","GOTO-N - GOTO-1","","1","1","","19.5","L-GOTO","2025-11-16 23:09:42.048","GOTO_bot","","","2025TNSTR4598....1O","","",""
"192888","AT 2025adue","22:27:06.889","-17:22:13.03","","","","","GOTO","GOTO","","GOTO","GOTO25kek","GOTO-N - GOTO-1","","1","1","","19.29","L-GOTO","2025-11-16 20:52:39.360","GOTO_bot","","","2025TNSTR4601....1B","","",""
"192887","AT 2025adud","03:51:32.669","+00:44:36.61","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","20.4","Clear-","2025-11-16 21:46:44.544","LAST_Bot1","","","2025TNSTR4604....1K","","",""
"192886","AT 2025aduc","00:50:10.462","+13:12:48.90","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","20.56","Clear-","2025-11-16 19:53:47.328","LAST_Bot1","","","2025TNSTR4604....1K","","",""
"192885","AT 2025adub","02:19:34.541","-18:49:16.88","","","","","YSE, GOTO","Pan-STARRS, GOTO","","GOTO, Pan-STARRS","PS25ikf","GOTO-S - GOTO-3, PS2 - GPC2","","1","1","","20.32","r-P1","2025-11-16 08:45:29.088","YSE_Bot1","","","2025TNSTR4611....1J","","",""
"192884","AT 2025adua","02:54:00.348","-21:45:36.83","","","","","YSE","Pan-STARRS","","Pan-STARRS","PS25ike","PS2 - GPC2","","1","1","","19.98","g-P1","2025-11-16 08:55:59.808","YSE_Bot1","","","2025TNSTR4611....1J","","",""
"192883","AT 2025adtz","02:19:01.972","-15:51:15.09","","","","","YSE, GOTO","Pan-STARRS, GOTO","","GOTO, Pan-STARRS","PS25ikd","GOTO-N - GOTO-1, GOTO-N - GOTO-2, PS2 - GPC2","","1","1","","20","r-P1","2025-11-16 08:46:07.104","YSE_Bot1","","","2025TNSTR4611....1J","","",""
"192882","AT 2025adty","03:32:46.472","-01:29:08.87","","","","","YSE","Pan-STARRS","","Pan-STARRS","PS25ikc","PS1 - GPC1","","1","1","","20.31","i-P1","2025-11-16 09:54:23.328","YSE_Bot1","","","2025TNSTR4611....1J","","",""
"192881","AT 2025adtx","03:48:09.299","-15:39:55.32","","","","","YSE","Pan-STARRS","","Pan-STARRS","PS25ikb","PS2 - GPC2","","1","1","","20.6","i-P1","2025-11-16 10:09:23.616","YSE_Bot1","","","2025TNSTR4611....1J","","",""
"192880","SN 2025adtw","05:38:09.402","-67:51:26.96","SN Ia","0.02285","","","GOTO, ATLAS","GOTO, ATLAS","None","ATLAS, GOTO","GOTO25kee","ATLAS-CHL - ATLAS-04, GOTO-S - GOTO-4","ANU-2.3m - WiFeS","1","1","","18.76","L-GOTO","2025-11-16 16:54:50.400","GOTO_bot","","","2025TNSTR4598....1O","","",""
"192879","AT 2025adtv","23:02:25.972","-13:03:51.13","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS25ijz","PS2 - GPC2","","1","1","","21.06","w-P1","2025-11-15 07:07:51.168","PS1_Bot1","","","2025TNSTR4606....1C","","",""
"192878","AT 2025adtu","22:58:07.890","-03:50:53.96","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS25ijy","PS1 - GPC1","","1","1","","21.81","w-P1","2025-11-15 06:40:01.056","PS1_Bot1","","","2025TNSTR4606....1C","","",""
"192877","AT 2025adtt","22:54:50.935","-02:43:04.95","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS25ijx","PS1 - GPC1","","1","1","","22.05","w-P1","2025-11-15 06:05:26.592","PS1_Bot1","","","2025TNSTR4606....1C","","",""
"192876","AT 2025adts","12:52:44.294","+59:16:00.92","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS25ijw","PS2 - GPC2","","1","1","","19.91","i-P1","2025-11-16 15:01:09.984","PS1_Bot1","","","2025TNSTR4606....1C","","",""
"192875","AT 2025adtr","11:50:57.890","+50:36:43.69","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS25iju","PS1 - GPC1","","1","1","","20.96","i-P1","2025-11-16 14:52:07.392","PS1_Bot1","","","2025TNSTR4606....1C","","",""
"192874","AT 2025adtq","11:42:27.405","+34:00:30.55","","","","","Pan-STARRS, WFST, GOTO","Pan-STARRS, WFST, GOTO","","GOTO, Pan-STARRS, WFST","PS25ijt","GOTO-N - GOTO-2, PS1 - GPC1, WFST - WFST-WFC","","1","1","","20.22","i-P1","2025-11-15 14:17:08.736","PS1_Bot1","","","2025TNSTR4606....1C","","",""
"192873","AT 2025adtp","10:26:23.665","+17:02:43.98","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS25ijq","PS2 - GPC2","","1","1","","19.46","i-P1","2025-11-15 12:48:30.816","PS1_Bot1","","","2025TNSTR4606....1C","","",""
"192872","AT 2025adto","10:17:29.072","+22:48:53.41","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS25ijo","PS1 - GPC1","","1","1","","21.3","i-P1","2025-11-15 13:32:00.096","PS1_Bot1","","","2025TNSTR4606....1C","","",""
"192871","AT 2025adtn","09:42:03.314","+00:20:28.22","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS25ijl","PS1 - GPC1","","1","1","","20.68","i-P1","2025-11-15 12:40:58.080","PS1_Bot1","","","2025TNSTR4606....1C","","",""
"192870","AT 2025adtm","09:39:38.088","-00:14:16.79","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS25ijk","PS1 - GPC1","","1","1","","20.89","i-P1","2025-11-15 12:30:15.264","PS1_Bot1","","","2025TNSTR4606....1C","","",""
"192869","AT 2025adtl","09:33:58.077","+00:22:36.79","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS25ijj","PS2 - GPC2","","1","1","","21.18","i-P1","2025-11-15 13:04:24.672","PS1_Bot1","","","2025TNSTR4606....1C","","",""
"192868","AT 2025adtk","11:37:31.803","+31:21:38.17","","","","","Pan-STARRS, WFST","Pan-STARRS, WFST","","Pan-STARRS, WFST","PS25ijf","PS1 - GPC1, WFST - WFST-WFC","","1","1","","19.05","i-P1","2025-11-15 14:12:29.664","PS1_Bot1","","","2025TNSTR4606....1C","","",""
"192867","AT 2025adtj","11:30:11.744","+38:37:14.31","","","","","Pan-STARRS, WFST, GOTO","Pan-STARRS, WFST, GOTO","","GOTO, Pan-STARRS, WFST","PS25ije","GOTO-N - GOTO-2, PS1 - GPC1, WFST - WFST-WFC","","1","1","","19.88","i-P1","2025-11-15 14:22:45.696","PS1_Bot1","","","2025TNSTR4606....1C","","",""
"192866","AT 2025adti","23:26:45.516","+37:54:53.17","","","","","LAST, ATLAS","LAST, ATLAS","","ATLAS, LAST","","ATLAS-HKO - ATLAS-02, ATLAS-TDO - ATLAS-05, LAST - LAST-Cam","","1","1","","19.88","Clear-","2025-11-16 16:07:49.440","LAST_Bot1","","","2025TNSTR4603....1O","","",""
"192865","AT 2025adth","00:30:35.078","-08:22:50.92","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","19.45","Clear-","2025-11-16 17:41:03.840","LAST_Bot1","","","2025TNSTR4603....1O","","",""
"192864","AT 2025adtg","00:21:03.021","+07:58:36.37","","","","","LAST, ATLAS","LAST, ATLAS","","ATLAS, LAST","","ATLAS-STH - ATLAS-03, ATLAS-TDO - ATLAS-05, LAST - LAST-Cam","","1","1","","19.48","Clear-","2025-11-16 16:30:18.144","LAST_Bot1","","","2025TNSTR4603....1O","","",""
"192863","AT 2025adtf","23:55:00.927","-10:21:38.85","","","","","LAST, ATLAS","LAST, ATLAS","","ATLAS, LAST","","ATLAS-TDO - ATLAS-05, LAST - LAST-Cam","","1","1","","19.29","Clear-","2025-11-16 18:06:50.400","LAST_Bot1","","","2025TNSTR4603....1O","","",""
"192862","AT 2025adte","01:25:40.360","+27:10:33.38","","","","","LAST, ATLAS","LAST, ATLAS","","ATLAS, LAST","","ATLAS-HKO - ATLAS-02, LAST - LAST-Cam","","1","1","","19.52","Clear-","2025-11-16 16:29:23.712","LAST_Bot1","","","2025TNSTR4603....1O","","",""
"192861","AT 2025adtd","23:00:40.427","-22:13:51.97","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS25ijc","PS1 - GPC1","","1","1","","20.32","w-P1","2025-11-15 06:17:21.984","PS1_Bot1","","","2025TNSTR4606....1C","","",""
"192860","AT 2025adtc","10:16:34.614","-21:25:23.17","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS, GOTO","GOTO25ked","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","19.12","L-GOTO","2025-11-10 17:18:13.536","GOTO_bot","","","2025TNSTR4598....1O","","",""
"192859","AT 2025adtb","23:32:22.636","-25:46:43.17","","","","","GOTO","GOTO","","GOTO","GOTO25jyx","GOTO-S - GOTO-4","","1","1","","19.55","L-GOTO","2025-11-09 11:19:08.832","GOTO_bot","","","2025TNSTR4598....1O","","",""
"192858","AT 2025adta","00:26:32.645","-32:16:01.37","","","","","GOTO","GOTO","","GOTO","GOTO25jzp","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","20.17","L-GOTO","2025-11-14 10:20:43.584","GOTO_bot","","","2025TNSTR4599....1R","","",""
"192857","AT 2025adsz","01:50:27.312","-55:40:22.22","","","","","GOTO","GOTO","","GOTO","GOTO25kdy","GOTO-S - GOTO-4","","1","1","","20.46","L-GOTO","2025-11-16 11:59:31.488","GOTO_bot","","","2025TNSTR4598....1O","","",""
"192856","AT 2025adsy","00:18:08.573","-41:35:29.85","","","","","GOTO","GOTO","","GOTO","GOTO25kdx","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","20.45","L-GOTO","2025-11-14 11:29:28.320","GOTO_bot","","","2025TNSTR4598....1O","","",""
"192855","AT 2025adsx","02:39:41.569","-58:27:02.37","","","","","GOTO","GOTO","","GOTO","GOTO25kdv","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","20.71","L-GOTO","2025-11-16 12:09:37.152","GOTO_bot","","","2025TNSTR4598....1O","","",""
"192854","AT 2025adsw","02:52:44.016","-53:21:52.63","","","","","GOTO","GOTO","","GOTO","GOTO25kdu","GOTO-S - GOTO-4","","1","1","","19.59","L-GOTO","2025-11-14 10:51:18.720","GOTO_bot","","","2025TNSTR4598....1O","","",""
"192853","AT 2025adsv","02:15:22.769","-27:07:46.89","","","","","GOTO","GOTO","","GOTO","GOTO25kea","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","19.91","L-GOTO","2025-11-16 15:37:56.640","GOTO_bot","","","2025TNSTR4598....1O","","",""
"192852","AT 2025adsu","01:41:08.753","-25:41:25.61","","","","","GOTO","GOTO","","GOTO","GOTO25kdr","GOTO-S - GOTO-4","","1","1","","19.75","L-GOTO","2025-11-16 15:17:12.480","GOTO_bot","","","2025TNSTR4598....1O","","",""
"192851","AT 2025adst","02:32:49.388","-28:46:49.71","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS, GOTO","GOTO25kdw","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","19.29","L-GOTO","2025-11-16 15:37:56.640","GOTO_bot","","","2025TNSTR4598....1O","","",""
"192850","AT 2025adss","00:45:05.090","+41:06:33.70","","","M31","","XOSS","XOSS","","XOSS","PSP25T","Other - Other","","1","1","","18.93","Clear-","2025-11-16 13:08:04.992","XOSS_Bot0","","","2025TNSTR4609....1O","","",""
"192849","AT 2025adsr","01:58:23.195","-29:19:39.08","","","","","GOTO","GOTO","","GOTO","GOTO25kdq","GOTO-S - GOTO-4","","1","1","","17.77","L-GOTO","2025-11-16 15:25:19.776","GOTO_bot","","","2025TNSTR4598....1O","","",""
"192848","AT 2025adsq","23:41:40.421","-38:15:39.86","","","","","GOTO","GOTO","","GOTO","GOTO25kdi","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","20.22","L-GOTO","2025-11-14 11:29:28.320","GOTO_bot","","","2025TNSTR4597....1K","","",""
"192847","AT 2025adsp","01:43:30.993","-46:56:44.35","","","","","GOTO","GOTO","","GOTO","GOTO25kdl","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","20.59","L-GOTO","2025-11-14 11:36:39.456","GOTO_bot","","","2025TNSTR4597....1K","","",""
"192846","AT 2025adso","21:04:51.101","+08:14:24.89","","","","","GOTO","GOTO","","GOTO","GOTO25kap","GOTO-N - GOTO-1","","1","1","","19.95","L-GOTO","2025-11-08 20:06:57.888","GOTO_bot","","","2025TNSTR4598....1O","","",""
"192845","AT 2025adsn","23:55:41.813","-34:53:55.54","","","","","GOTO","GOTO","","GOTO","GOTO25kdk","GOTO-S - GOTO-4","","1","1","","19.41","L-GOTO","2025-09-28 11:45:47.232","GOTO_bot","","","2025TNSTR4597....1K","","",""
"192844","AT 2025adsm","02:04:06.581","-56:00:49.54","","","","","GOTO","GOTO","","GOTO","GOTO25kdj","GOTO-S - GOTO-4","","1","1","","20.36","L-GOTO","2025-11-16 11:59:31.488","GOTO_bot","","","2025TNSTR4597....1K","","",""
"192843","AT 2025adsl","00:43:40.448","-44:09:26.55","","","","","GW-MMADS","GW-MMADS","","GW-MMADS","T202511160043404m440927","CTIO-4m - DECAM","","1","1","","21.0446","i-Sloan","2025-11-16 02:45:58.464","GW-MMADS_bot","","","2025TNSTR4602....1H","","",""
"192842","AT 2025adsk","00:43:49.045","-43:17:05.98","","","","","GW-MMADS","GW-MMADS","","GW-MMADS","C202511160043490m431706","CTIO-4m - DECAM","","1","1","","20.3628","i-Sloan","2025-11-16 02:45:58.464","GW-MMADS_bot","","","2025TNSTR4602....1H","","",""
"192841","AT 2025adsj","01:49:12.720","-24:46:48.70","","","","","MASTER","MASTER","","MASTER","MASTER OT J014912.72-244648.7","Other - Other","","1","1","","19.6","Other-","2025-11-16 02:12:06.336","MASTER","","","2025TNSTR4605....1V","","",""
"192840","AT 2025adsi","23:53:49.511","-41:15:54.04","","","","","GOTO, BlackGEM, ATLAS","GOTO, BlackGEM, ATLAS","","ATLAS, BlackGEM, GOTO","GOTO25jzv","ATLAS-CHL - ATLAS-04, BG3 - BlackGEM-Cam3, GOTO-S - GOTO-3, ML1 - MeerLICHT-Cam","","1","1","","19.4","L-GOTO","2025-11-14 10:19:37.920","GOTO_bot","","","2025TNSTR4600....1A","","",""
"192839","AT 2025adsh","07:47:32.880","+25:14:56.77","","","","","GOTO","GOTO","","GOTO","GOTO25kcd","GOTO-N - GOTO-2","","1","1","","19.69","L-GOTO","2025-11-15 01:43:15.744","GOTO_bot","","","2025TNSTR4598....1O","","",""
"192838","AT 2025adsg","03:28:03.240","-59:24:11.75","","","","","GOTO","GOTO","","GOTO","GOTO25kdb","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","19.7","L-GOTO","2025-11-16 12:09:37.152","GOTO_bot","","","2025TNSTR4597....1K","","",""
"192837","AT 2025adsf","01:21:28.318","-54:44:16.45","","","","","GOTO","GOTO","","GOTO","GOTO25kdd","GOTO-S - GOTO-4","","1","1","","19.98","L-GOTO","2025-11-16 11:59:31.488","GOTO_bot","","","2025TNSTR4597....1K","","",""
"192836","AT 2025adse","06:11:00.100","+36:30:56.70","","","","","XOSS","XOSS","","XOSS","KATS25V016","Other - Other","","1","1","","18.12","Clear-","2025-11-15 20:45:36.000","XOSS_Bot0","","","2025TNSTR4607....1X","","",""
